peak.name,baseMean.de,padj.nc12.v.nc11,lfc.nc12.v.nc11,padj.nc13.v.nc12,lfc.nc13.v.nc12,padj.nc14.v.nc13,lfc.nc14.v.nc13,padj.lnc14.v.nc14,lfc.lnc14.v.nc14,intergenic,promoter,intron,exon,genomic.feature,open.at.NC11,open.at.NC12,open.at.NC13,open.at.NC14,open.at.LNC14,class
scaffold_5:15343758-15344225,567.691109,0.1823,0.5249,0.3063,0.3013,5.08E-23,-1.694,3.47E-06,-1.235,FALSE,FALSE,TRUE,FALSE,intron,TRUE,TRUE,TRUE,TRUE,TRUE,group.1
scaffold_5:15344352-15344500,85.93195375,0.4168,0.6495,0.1236,-0.729,1.26E-18,-3.013,0.06593,-1.396,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,group.5
scaffold_5:15344761-15344860,65.07576388,0.7178,0.3381,0.8044,-0.1683,3.39E-10,-2.048,0.01316,-1.541,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,group.5
scaffold_5:15344945-15345065,65.78507102,0.948,0.06598,0.8593,-0.1101,1.72E-17,-2.441,0.347,-0.7047,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,group.5
scaffold_5:15355329-15355419,16.80718614,0.9714,-0.05182,0.03985,-1.182,0.8553,0.1095,0.9799,-0.05587,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,group.5
scaffold_5:15356073-15356192,30.17509796,0.9933,-0.01187,0.6925,-0.2735,0.6453,-0.2066,0.9842,-0.03778,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_5:15356672-15356803,51.70030301,0.6298,-0.4186,0.1251,0.73,0.08016,-0.5931,0.8714,-0.1984,TRUE,FALSE,FALSE,FALSE,intergenic,TRUE,FALSE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_5:15356911-15356997,17.71812873,0.8642,-0.2148,0.7574,-0.2686,0.4355,0.3777,0.5874,-0.5425,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_5:15367267-15367367,15.29981986,0.1541,-1.232,0.9892,-0.0164,0.6594,0.2367,0.9419,-0.1336,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_5:15369135-15369440,39.56371476,0.9248,0.1003,0.8192,-0.1471,0.9775,0.01194,0.9554,0.07892,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_5:15372666-15372804,18.60297775,0.7239,0.3933,0.9892,0.0145,0.9729,0.01803,0.02079,-1.393,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,FALSE,group.6
scaffold_5:15375722-15375981,46.03381459,0.4449,-0.76,0.4746,0.5008,0.008627,-1.104,0.0329,-1.613,TRUE,FALSE,FALSE,FALSE,intergenic,TRUE,TRUE,TRUE,TRUE,FALSE,group.5
scaffold_5:15386863-15387021,31.31754591,0.9533,0.06485,0.405,-0.426,0.2438,-0.4082,0.02722,-1.195,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,FALSE,group.5
scaffold_5:15387245-15387357,34.46732139,0.5632,-0.4797,0.8977,-0.09909,0.04543,-0.6967,0.1595,-0.9324,TRUE,FALSE,FALSE,FALSE,intergenic,TRUE,TRUE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_5:15393617-15393805,35.85013408,0.6986,-0.3379,0.3006,0.5003,0.4937,-0.2354,0.0002227,-1.697,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,TRUE,TRUE,FALSE,group.6
scaffold_5:15397426-15397563,30.6260621,0.6989,-0.3885,0.8494,0.1517,0.6568,-0.1974,0.9063,-0.1719,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_5:15407749-15408793,857.7729255,0.4135,0.376,0.7326,0.1292,4.01E-16,-1.459,0.00677,-0.8345,FALSE,FALSE,TRUE,TRUE,exon and intron,TRUE,TRUE,TRUE,TRUE,TRUE,group.1
scaffold_5:15412326-15412792,514.3047016,0.7163,0.1731,0.1736,0.3369,1.73E-51,-2.311,2.92E-14,-1.81,FALSE,FALSE,FALSE,TRUE,exon,TRUE,TRUE,TRUE,TRUE,FALSE,group.1
scaffold_5:15413327-15413795,509.6447321,0.8662,0.07443,0.001265,0.5294,1.06E-27,-1.384,1.63E-20,-1.737,TRUE,FALSE,FALSE,FALSE,intergenic,TRUE,TRUE,TRUE,TRUE,TRUE,group.1
scaffold_5:15419983-15420517,541.8293191,0.917,0.06121,0.8931,-0.05391,1.06E-08,-0.9416,0.0007933,-0.8696,TRUE,FALSE,FALSE,FALSE,intergenic,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_5:15420630-15420719,29.69934447,0.9841,0.02417,0.8121,-0.1683,0.3518,-0.3607,0.07959,-1.036,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_5:15424162-15424297,75.48159647,0.5461,-0.3947,0.4313,0.3435,0.8012,0.08175,0.2956,-0.5392,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_5:15432336-15432445,24.62882066,0.2182,-1.084,0.1225,0.9087,0.01349,0.8747,0.6006,-0.4645,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_5:15437178-15437307,52.57097483,0.08396,-0.994,0.5903,-0.3049,0.2813,0.3724,0.9843,-0.03106,FALSE,TRUE,FALSE,TRUE,promoter,TRUE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_5:15439126-15439357,119.539018,0.7739,-0.2061,0.1499,-0.5119,3.10E-10,-1.517,0.05893,-0.8961,TRUE,FALSE,FALSE,FALSE,intergenic,TRUE,TRUE,TRUE,TRUE,FALSE,group.5
scaffold_5:15442156-15442239,29.3822565,0.6753,0.3485,0.3818,-0.4624,0.6086,0.199,0.04514,-0.9771,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_5:15447069-15447165,15.62517636,0.9479,-0.0974,0.3201,-0.7333,0.493,0.3738,0.9548,0.1081,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_5:15449940-15450053,24.53803331,0.9464,0.1043,0.2743,0.6771,0.003532,0.9966,0.823,-0.2536,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_5:15451700-15451801,21.00003007,0.8877,-0.177,0.887,0.1305,0.6379,-0.2246,0.8,-0.3272,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_5:15458091-15458215,25.12754767,0.9172,-0.1475,0.7824,0.234,0.001229,-1.37,0.1417,-1.301,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,group.5
scaffold_5:15464115-15464464,310.7473162,0.8878,-0.07691,0.1223,-0.3762,3.76E-12,-1.131,8.05E-05,-1.006,TRUE,FALSE,FALSE,FALSE,intergenic,TRUE,TRUE,TRUE,TRUE,TRUE,group.5
scaffold_5:15467350-15467746,277.2220436,0.6603,0.1818,0.001521,0.564,6.96E-39,-1.794,5.46E-23,-2.189,TRUE,FALSE,FALSE,FALSE,intergenic,TRUE,TRUE,TRUE,TRUE,FALSE,group.1
scaffold_5:15468112-15468571,582.7876096,0.4024,0.2977,0.4711,0.1831,3.22E-66,-2.352,2.80E-13,-1.561,TRUE,FALSE,FALSE,FALSE,intergenic,TRUE,TRUE,TRUE,TRUE,FALSE,group.1
scaffold_5:15471583-15471725,201.6024638,0.6202,0.281,0.7905,0.1154,8.41E-07,-1.009,0.1495,-0.5902,TRUE,FALSE,FALSE,FALSE,intergenic,TRUE,TRUE,TRUE,TRUE,TRUE,group.1
scaffold_5:15472371-15473442,761.2975475,0.287,0.5797,0.7974,-0.129,8.80E-16,-1.83,0.07088,-0.8002,FALSE,FALSE,FALSE,TRUE,exon,TRUE,TRUE,TRUE,TRUE,TRUE,group.1
scaffold_5:15481779-15481903,26.95123285,0.2917,-0.862,0.9271,-0.08446,0.4764,-0.3201,0.7922,0.3292,FALSE,TRUE,FALSE,TRUE,promoter,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_5:15482799-15483081,82.35800184,0.498,-0.4639,0.9938,-0.005906,0.4906,-0.2299,0.08855,-0.8498,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_5:15485060-15485209,32.98469799,5.84E-06,-2.137,0.276,0.5761,0.15,-0.4968,0.8635,0.2072,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,group.3
scaffold_5:15490536-15490621,23.10576304,0.06106,-1.305,0.9791,0.02697,0.1496,-0.618,0.9112,0.1779,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_5:15493436-15493544,27.22612548,0.0003039,-1.928,0.5313,0.3922,0.02111,-0.8339,0.08457,-1.255,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,FALSE,FALSE,group.5
scaffold_5:15494984-15495081,39.28624196,0.02124,-1.174,0.6504,-0.2467,0.6234,0.1728,0.1022,-0.8782,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,TRUE,FALSE,group.5
scaffold_5:15495782-15495936,29.67434401,0.01251,-1.416,0.6544,-0.291,0.8845,0.06683,0.001437,1.369,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,FALSE,TRUE,group.4
scaffold_5:15500366-15500440,47.7278996,0.556,0.3965,0.6423,-0.2239,0.0004054,-0.9325,0.1639,-0.7291,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_5:15500553-15500644,47.38901828,0.9592,-0.05154,0.5502,-0.2997,0.0003047,-1.052,0.9348,0.1093,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,FALSE,FALSE,group.13
scaffold_5:15500883-15501225,361.150059,0.9654,-0.02711,0.5908,-0.166,3.51E-17,-1.351,0.000142,-0.9888,FALSE,FALSE,FALSE,TRUE,exon,TRUE,TRUE,TRUE,TRUE,TRUE,group.5
scaffold_5:15503891-15504374,580.334017,0.9554,0.0302,0.0003562,0.6055,1.01E-22,-1.323,1.58E-35,-2.48,TRUE,FALSE,FALSE,FALSE,intergenic,TRUE,TRUE,TRUE,TRUE,FALSE,group.1
scaffold_5:15504680-15505069,482.7182676,0.6104,0.2638,0.347,0.2944,8.80E-40,-2.357,9.62E-17,-2.308,TRUE,FALSE,FALSE,FALSE,intergenic,TRUE,TRUE,TRUE,TRUE,FALSE,group.1
scaffold_5:15507784-15508729,842.4218581,0.2854,0.5993,0.9553,-0.03478,5.12E-13,-1.708,0.03272,-0.9231,FALSE,FALSE,FALSE,TRUE,exon,TRUE,TRUE,TRUE,TRUE,TRUE,group.1
scaffold_5:15515107-15515321,30.66814855,0.8487,0.2441,0.1571,0.8547,9.38E-05,-1.574,0.9628,-0.09511,FALSE,TRUE,FALSE,TRUE,promoter,FALSE,FALSE,TRUE,TRUE,TRUE,group.3
scaffold_5:15525561-15525706,28.43367821,0.5095,-0.6019,0.931,0.08021,0.5454,-0.2731,0.9997,-0.0005897,FALSE,TRUE,FALSE,TRUE,promoter,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_5:15531505-15531585,14.61030819,0.8528,0.2457,0.8942,0.1338,0.07284,-0.8178,0.7636,0.3894,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_5:15538912-15539022,24.41498986,0.9034,-0.1575,0.589,0.3975,0.0874,-0.7221,0.9074,0.1848,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,TRUE,not dynamic not in group
scaffold_5:15549794-15549997,30.02822264,0.795,-0.2478,0.8343,0.1503,0.0923,-0.5906,0.3852,-0.6234,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_5:15557517-15557633,25.13551865,0.9543,-0.07773,0.9677,-0.04059,0.2861,-0.467,0.9758,-0.05923,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_5:15557997-15558072,28.97755896,0.7376,-0.3491,0.7866,-0.2076,0.6421,0.2109,0.335,-0.7496,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_5:15558635-15559137,152.5856446,7.53E-05,1.581,0.692,-0.1872,0.7698,-0.09391,8.15E-08,-1.831,FALSE,FALSE,TRUE,FALSE,intron,FALSE,TRUE,TRUE,TRUE,FALSE,group.7
scaffold_5:15561199-15561317,45.26752106,0.883,0.1308,0.6137,-0.2565,0.1809,0.3942,0.2884,-0.5657,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_5:15563110-15563921,261.3704604,0.4892,0.3868,0.4149,0.2991,0.0004759,0.7476,0.4518,-0.3867,FALSE,FALSE,TRUE,FALSE,intron,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_5:15570824-15570921,14.72253311,0.836,0.2953,0.6546,-0.4044,0.8262,-0.1395,0.9478,0.136,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_5:15573206-15573362,25.97919589,0.6981,-0.4112,0.7812,-0.2218,0.3134,0.4324,0.7646,-0.3554,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_5:15578014-15578178,28.87778107,0.9119,0.1306,0.02587,-1.055,0.0003052,1.269,0.7056,0.3458,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,TRUE,group.14
scaffold_5:15582629-15582719,20.64654336,0.5388,-0.6352,0.5561,0.4253,0.6101,-0.2407,0.6612,0.4566,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_5:15586190-15586353,30.05825959,0.7142,0.3934,0.9062,-0.1023,0.7633,-0.1398,0.0113,1.291,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,TRUE,group.20
scaffold_5:15587068-15587263,99.53589446,0.7089,0.4624,0.6074,0.4098,0.04932,-0.9088,0.9919,-0.02135,FALSE,TRUE,FALSE,TRUE,promoter,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_5:15601535-15601687,38.56439537,0.8915,-0.1829,0.6011,0.4018,0.5714,-0.2841,0.9839,0.04525,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_5:15601852-15601990,31.53534589,0.4019,0.7495,0.81,0.179,0.7185,0.156,0.7389,0.3368,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_5:15603281-15603456,46.60117539,0.8134,-0.2303,0.9957,-0.004423,0.4819,-0.2843,0.8103,0.272,FALSE,FALSE,TRUE,TRUE,exon and intron,TRUE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_5:15603803-15603928,31.3543983,0.6487,0.5818,0.8482,0.1967,0.0132,-1.218,0.6583,0.5911,FALSE,TRUE,FALSE,TRUE,promoter,FALSE,FALSE,FALSE,FALSE,TRUE,group.17
scaffold_5:15637352-15637554,34.01633363,0.5558,0.6311,0.4865,0.4844,0.0003205,-1.458,0.8396,0.3053,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,FALSE,FALSE,group.3
scaffold_5:15637634-15638095,68.79212909,0.3082,0.6437,0.5419,0.2891,0.04946,-0.5467,0.9281,-0.1085,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_5:15646149-15646267,24.75517688,0.8157,-0.2637,0.8751,-0.1388,0.8429,0.1002,0.8659,0.2287,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_5:15670220-15670319,19.65934156,0.5651,-0.6334,0.2139,-0.8808,0.7854,-0.1706,0.9899,0.02817,FALSE,FALSE,TRUE,FALSE,intron,TRUE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_5:15689443-15689596,19.40176828,0.6536,-0.4578,0.6818,-0.3094,0.5083,0.3029,0.8185,-0.2932,FALSE,TRUE,FALSE,TRUE,promoter,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_5:15708735-15708873,72.02173747,0.7812,-0.3094,0.2331,0.691,0.5368,-0.2756,0.8631,0.247,FALSE,TRUE,FALSE,FALSE,promoter,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_5:15709047-15709232,69.03086303,0.8333,0.2628,0.5574,0.4344,0.004965,-1.189,0.7913,0.3837,FALSE,TRUE,FALSE,TRUE,promoter,TRUE,TRUE,TRUE,TRUE,TRUE,group.3
scaffold_5:15709396-15709507,48.32826194,0.4924,0.71,0.7901,0.2276,0.003785,-1.233,0.9796,0.05893,FALSE,FALSE,TRUE,TRUE,exon and intron,TRUE,TRUE,TRUE,TRUE,TRUE,group.3
scaffold_5:15710310-15710417,31.34635049,0.8572,-0.2056,0.7779,-0.2106,0.00829,0.9329,0.7774,0.3025,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_5:15718378-15718561,43.34645433,0.8502,-0.2028,0.04586,-0.9651,0.7288,-0.1644,0.2548,0.8146,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,TRUE,not dynamic not in group
scaffold_5:15720620-15720748,30.40819735,0.795,-0.2726,0.6836,-0.2784,0.6685,0.1889,0.987,0.02849,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_5:15720981-15721250,72.18105701,0.9917,0.01072,0.06472,-0.6774,0.09013,-0.4988,0.2595,0.6022,FALSE,FALSE,TRUE,FALSE,intron,TRUE,TRUE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_5:15721352-15721574,59.70032799,0.5871,-0.4563,0.1462,-0.6755,0.6594,0.1784,0.1532,0.8394,FALSE,FALSE,TRUE,FALSE,intron,FALSE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_5:15728812-15728920,20.52269988,0.6986,0.4033,0.445,-0.4804,0.8048,0.119,0.7248,0.3598,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_5:15729215-15729328,17.79360926,0.7143,-0.361,0.3413,-0.5574,0.1574,-0.588,0.867,-0.2427,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_5:15735521-15735659,19.05238782,0.5662,-0.615,0.5696,-0.3959,0.504,0.3054,0.0106,1.389,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,group.14
scaffold_5:15740245-15740592,87.26519645,0.9241,-0.09833,0.8379,0.1319,0.0698,0.5615,0.244,-0.6852,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_5:15742580-15742694,21.02825002,0.9384,-0.1028,0.8477,-0.159,0.6521,-0.2106,0.7452,0.3607,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_5:15752245-15752481,26.40666692,0.4785,-0.689,0.1899,-0.8204,4.26E-06,1.766,0.1463,0.8851,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,TRUE,TRUE,group.15
scaffold_5:15773081-15773211,17.34429314,0.3431,-0.9751,0.7254,-0.3071,0.01281,1.068,0.5923,0.5401,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,group.15
scaffold_5:15776959-15777264,40.36835277,0.2175,-1.043,0.9253,0.09025,3.85E-07,1.759,0.05735,1.031,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,TRUE,group.15
scaffold_5:15778229-15778600,42.79142002,0.9962,-0.006047,0.2944,-0.5576,7.55E-06,1.395,0.5086,-0.4746,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,TRUE,group.15
scaffold_5:15783782-15784072,39.92237365,0.9686,-0.04498,0.759,-0.1904,0.02755,0.6732,0.3457,-0.579,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_5:15784984-15785418,79.74004246,0.1519,-0.889,0.9865,-0.01411,0.0001071,1.13,0.8288,-0.2277,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,FALSE,group.15
scaffold_5:15791366-15791533,35.71876045,0.7921,-0.2245,0.08468,-0.7589,0.2584,0.3972,0.9951,-0.00758,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_5:15792231-15792465,87.54920389,0.7661,-0.2534,0.6166,-0.275,0.005625,0.821,0.9631,0.06416,FALSE,FALSE,TRUE,TRUE,exon and intron,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_5:15797806-15798748,268.5581536,0.4882,-0.5364,0.3341,-0.4899,6.20E-09,1.727,0.9876,-0.02599,FALSE,FALSE,TRUE,FALSE,intron,TRUE,FALSE,FALSE,TRUE,TRUE,group.15
scaffold_5:15799915-15799997,24.69242349,0.06541,-1.319,0.8241,-0.192,0.001303,1.196,0.1745,0.8049,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,TRUE,group.4
scaffold_5:15824640-15824753,17.9408336,0.6697,-0.5561,0.6708,-0.3894,0.001414,1.444,0.8437,0.2902,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,group.15
scaffold_5:15833045-15833175,16.66989769,0.6836,-0.6717,0.9892,0.02191,0.002835,1.64,0.6137,0.6694,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,group.15
scaffold_5:15835367-15835826,64.73058513,0.455,-0.7807,0.000298,1.693,3.07E-05,1.417,0.9258,0.145,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,TRUE,group.8
scaffold_5:15854591-15854706,25.56828303,0.5279,0.5197,0.8715,-0.1228,0.04376,-0.7193,0.3547,0.594,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,FALSE,TRUE,not dynamic not in group
scaffold_5:15858462-15858641,43.0631862,0.5807,0.4693,0.9646,0.03267,0.123,0.4585,0.6621,0.3291,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_5:15859788-15860010,54.07765784,0.6718,0.3313,0.5098,0.3271,0.001378,-0.9082,0.8671,-0.1796,FALSE,FALSE,TRUE,TRUE,exon and intron,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_5:15865876-15866016,22.1457717,0.04078,-1.475,0.7813,0.2269,0.6379,0.2183,0.7969,0.3212,FALSE,TRUE,FALSE,FALSE,promoter,FALSE,FALSE,FALSE,TRUE,FALSE,group.16
scaffold_5:16010166-16010259,11.33512561,0.6718,-0.6703,0.1489,-1.277,0.07651,1.15,0.833,0.4218,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_5:16109579-16109704,13.55185609,0.3419,-0.9069,0.8034,-0.2237,0.9822,0.01319,0.9274,-0.1677,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_5:16216550-16216830,65.06071936,0.6037,-0.4822,0.7526,0.2207,0.9032,-0.05767,0.175,-0.9244,TRUE,FALSE,FALSE,FALSE,intergenic,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_5:16217530-16217614,12.34966718,0.8597,0.2899,0.342,0.769,0.194,-0.6757,0.2269,-1.224,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_5:1622467-1622549,12.75592776,0.9588,-0.09006,0.6946,0.3493,0.2344,-0.5943,0.9897,-0.03031,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_5:16237781-16237862,12.03200154,0.7095,-0.5503,0.176,-1.072,0.5639,-0.3996,0.4549,-1.184,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_5:1627391-1627473,9.637932202,0.4937,0.9874,0.8193,-0.2571,0.5212,0.3911,0.6716,0.5254,FALSE,TRUE,FALSE,TRUE,promoter,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_5:1635519-1635667,36.49011975,0.5515,0.6002,0.8708,0.1433,0.02729,-0.9068,0.6652,-0.4923,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_5:1635931-1636310,63.8218024,0.6914,0.3167,0.7883,0.1561,0.9178,0.03898,0.975,0.04473,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_5:1641792-1641966,30.00750711,0.5536,0.4738,0.4076,-0.4387,0.9491,-0.02831,0.7176,-0.3263,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_5:16447482-16447592,49.71915052,0.9773,0.02852,0.9318,-0.05391,0.02634,0.5639,0.7062,0.2572,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_5:16447931-16448186,86.31490856,0.8314,-0.1542,0.8707,-0.08848,0.0188,0.5672,0.857,-0.1539,TRUE,FALSE,FALSE,FALSE,intergenic,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_5:16449040-16449129,19.45838082,0.6832,-0.4805,0.6958,0.3039,0.08451,0.6717,0.9499,-0.103,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
